Price,Bids++,Asks++,Bid_Depth,Ask_Depth,Min_Bid_Ask,Selector_MCV,ln0_MCV,Bid_Surplus,Ask_Surplus,Abs_Delta,Check_on_Delta,S_Delta,Selector_MCI,MCV,Cliff_Value,Slack,Is_MCV_Tie,Is_Min_Delta,Clearing_Price
95,106,145,8334,3035,3035,0,0,5299,0,5299,0,0,0,5849,0,2814,0,0,114
96,116,140,8228,3175,3175,0,0,5053,0,5053,0,0,0,5849,0,2674,0,0,114
97,106,135,8112,3310,3310,0,0,4802,0,4802,0,0,0,5849,0,2539,0,0,114
98,112,134,8006,3444,3444,0,0,4562,0,4562,0,0,0,5849,0,2405,0,0,114
99,130,153,7894,3597,3597,0,0,4297,0,4297,0,0,0,5849,0,2252,0,0,114
100,134,138,7764,3735,3735,0,0,4029,0,4029,0,0,0,5849,0,2114,0,0,114
101,143,166,7630,3901,3901,0,0,3729,0,3729,0,0,0,5849,0,1948,0,0,114
102,125,154,7487,4055,4055,0,0,3432,0,3432,0,0,0,5849,0,1794,0,0,114
103,128,146,7362,4201,4201,0,0,3161,0,3161,0,0,0,5849,0,1648,0,0,114
104,133,155,7234,4356,4356,0,0,2878,0,2878,0,0,0,5849,0,1493,0,0,114
105,126,134,7101,4490,4490,0,0,2611,0,2611,0,0,0,5849,0,1359,0,0,114
106,125,168,6975,4658,4658,0,0,2317,0,2317,0,0,0,5849,0,1191,0,0,114
107,138,150,6850,4808,4808,0,0,2042,0,2042,0,0,0,5849,0,1041,0,0,114
108,131,160,6712,4968,4968,0,0,1744,0,1744,0,0,0,5849,0,881,0,0,114
109,147,134,6581,5102,5102,0,0,1479,0,1479,0,0,0,5849,0,747,0,0,114
110,140,148,6434,5250,5250,0,0,1184,0,1184,0,0,0,5849,0,599,0,0,114
111,154,147,6294,5397,5397,0,0,897,0,897,0,0,0,5849,0,452,0,0,114
112,150,162,6140,5559,5559,0,0,581,0,581,0,0,0,5849,0,290,0,0,114
113,141,147,5990,5706,5706,0,0,284,0,284,0,0,0,5849,284,143,0,0,114
114,0,143,5849,5849,5849,1,5849,0,0,0,1,0,1,5849,0,0,1,1,114
115,0,135,5849,5984,5849,1,5849,0,135,135,0,135,0,5849,0,0,1,0,114
116,0,135,5849,6119,5849,1,5849,0,270,270,0,270,0,5849,0,0,1,0,114
117,0,0,5849,6119,5849,1,5849,0,270,270,0,270,0,5849,0,0,1,0,114
118,0,0,5849,6119,5849,1,5849,0,270,270,0,270,0,5849,0,0,1,0,114
119,0,0,5849,6119,5849,1,5849,0,270,270,0,270,0,5849,0,0,1,0,114
120,1401,149,5849,6268,5849,1,5849,0,419,419,0,419,0,5849,0,0,1,0,114
121,126,142,4448,6410,4448,0,0,0,1962,1962,0,0,0,5849,1962,1401,0,0,114
122,152,116,4322,6526,4322,0,0,0,2204,2204,0,0,0,5849,0,1527,0,0,114
123,147,127,4170,6653,4170,0,0,0,2483,2483,0,0,0,5849,0,1679,0,0,114
124,147,111,4023,6764,4023,0,0,0,2741,2741,0,0,0,5849,0,1826,0,0,114
125,148,125,3876,6889,3876,0,0,0,3013,3013,0,0,0,5849,0,1973,0,0,114
126,136,111,3728,7000,3728,0,0,0,3272,3272,0,0,0,5849,0,2121,0,0,114
127,138,119,3592,7119,3592,0,0,0,3527,3527,0,0,0,5849,0,2257,0,0,114
128,122,118,3454,7237,3454,0,0,0,3783,3783,0,0,0,5849,0,2395,0,0,114
129,120,116,3332,7353,3332,0,0,0,4021,4021,0,0,0,5849,0,2517,0,0,114
130,136,96,3212,7449,3212,0,0,0,4237,4237,0,0,0,5849,0,2637,0,0,114
131,128,113,3076,7562,3076,0,0,0,4486,4486,0,0,0,5849,0,2773,0,0,114
132,128,94,2948,7656,2948,0,0,0,4708,4708,0,0,0,5849,0,2901,0,0,114
133,132,86,2820,7742,2820,0,0,0,4922,4922,0,0,0,5849,0,3029,0,0,114
134,126,95,2688,7837,2688,0,0,0,5149,5149,0,0,0,5849,0,3161,0,0,114
135,121,88,2562,7925,2562,0,0,0,5363,5363,0,0,0,5849,0,3287,0,0,114
136,119,95,2441,8020,2441,0,0,0,5579,5579,0,0,0,5849,0,3408,0,0,114
137,109,92,2322,8112,2322,0,0,0,5790,5790,0,0,0,5849,0,3527,0,0,114
138,99,79,2213,8191,2213,0,0,0,5978,5978,0,0,0,5849,0,3636,0,0,114
139,108,88,2114,8279,2114,0,0,0,6165,6165,0,0,0,5849,0,3735,0,0,114
140,99,73,2006,8352,2006,0,0,0,6346,6346,0,0,0,5849,0,3843,0,0,114
141,102,74,1907,8426,1907,0,0,0,6519,6519,0,0,0,5849,0,3942,0,0,114
142,110,67,1805,8493,1805,0,0,0,6688,6688,0,0,0,5849,0,4044,0,0,114
143,92,75,1695,8568,1695,0,0,0,6873,6873,0,0,0,5849,0,4154,0,0,114
144,85,60,1603,8628,1603,0,0,0,7025,7025,0,0,0,5849,0,4246,0,0,114
145,88,56,1518,8684,1518,0,0,0,7166,7166,0,0,0,5849,0,4331,0,0,114
146,86,60,1430,8744,1430,0,0,0,7314,7314,0,0,0,5849,0,4419,0,0,114
147,91,65,1344,8809,1344,0,0,0,7465,7465,0,0,0,5849,0,4505,0,0,114
148,86,61,1253,8870,1253,0,0,0,7617,7617,0,0,0,5849,0,4596,0,0,114
149,87,56,1167,8926,1167,0,0,0,7759,7759,0,0,0,5849,0,4682,0,0,114
150,82,56,1080,8982,1080,0,0,0,7902,7902,0,0,0,5849,0,4769,0,0,114
151,74,53,998,9035,998,0,0,0,8037,8037,0,0,0,5849,0,4851,0,0,114
152,79,47,924,9082,924,0,0,0,8158,8158,0,0,0,5849,0,4925,0,0,114
153,65,42,845,9124,845,0,0,0,8279,8279,0,0,0,5849,0,5004,0,0,114
154,60,45,780,9169,780,0,0,0,8389,8389,0,0,0,5849,0,5069,0,0,114
155,59,42,720,9211,720,0,0,0,8491,8491,0,0,0,5849,0,5129,0,0,114
156,66,37,661,9248,661,0,0,0,8587,8587,0,0,0,5849,0,5188,0,0,114
157,60,33,595,9281,595,0,0,0,8686,8686,0,0,0,5849,0,5254,0,0,114
158,53,37,535,9318,535,0,0,0,8783,8783,0,0,0,5849,0,5314,0,0,114
159,55,31,482,9349,482,0,0,0,8867,8867,0,0,0,5849,0,5367,0,0,114
160,49,35,427,9384,427,0,0,0,8957,8957,0,0,0,5849,0,5422,0,0,114
161,53,28,378,9412,378,0,0,0,9034,9034,0,0,0,5849,0,5471,0,0,114
162,48,26,325,9438,325,0,0,0,9113,9113,0,0,0,5849,0,5524,0,0,114
163,45,29,277,9467,277,0,0,0,9190,9190,0,0,0,5849,0,5572,0,0,114
164,42,23,232,9490,232,0,0,0,9258,9258,0,0,0,5849,0,5617,0,0,114
165,44,22,190,9512,190,0,0,0,9322,9322,0,0,0,5849,0,5659,0,0,114
166,39,24,146,9536,146,0,0,0,9390,9390,0,0,0,5849,0,5703,0,0,114
167,35,24,107,9560,107,0,0,0,9453,9453,0,0,0,5849,0,5742,0,0,114
168,33,19,72,9579,72,0,0,0,9507,9507,0,0,0,5849,0,5777,0,0,114
169,39,19,39,9598,39,0,0,0,9559,9559,0,0,0,5849,0,5810,0,0,114
