Price,Bids++,Asks++,Bid_Depth,Ask_Depth,Min_Bid_Ask,Selector_MCV,ln0_MCV,Bid_Surplus,Ask_Surplus,Abs_Delta,Check_on_Delta,S_Delta,Selector_MCI,MCV,Cliff_Value,Slack,Is_MCV_Tie,Is_Min_Delta,Clearing_Price
195,80,120,91536,12779,12779,0,0,78757,0,78757,0,0,0,55940,0,43161,0,0,497
196,77,119,91456,12898,12898,0,0,78558,0,78558,0,0,0,55940,0,43042,0,0,497
197,74,125,91379,13023,13023,0,0,78356,0,78356,0,0,0,55940,0,42917,0,0,497
198,73,124,91305,13147,13147,0,0,78158,0,78158,0,0,0,55940,0,42793,0,0,497
199,83,134,91232,13281,13281,0,0,77951,0,77951,0,0,0,55940,0,42659,0,0,497
200,75,134,91149,13415,13415,0,0,77734,0,77734,0,0,0,55940,0,42525,0,0,497
201,90,121,91074,13536,13536,0,0,77538,0,77538,0,0,0,55940,0,42404,0,0,497
202,84,109,90984,13645,13645,0,0,77339,0,77339,0,0,0,55940,0,42295,0,0,497
203,79,127,90900,13772,13772,0,0,77128,0,77128,0,0,0,55940,0,42168,0,0,497
204,85,135,90821,13907,13907,0,0,76914,0,76914,0,0,0,55940,0,42033,0,0,497
205,74,116,90736,14023,14023,0,0,76713,0,76713,0,0,0,55940,0,41917,0,0,497
206,92,121,90662,14144,14144,0,0,76518,0,76518,0,0,0,55940,0,41796,0,0,497
207,83,120,90570,14264,14264,0,0,76306,0,76306,0,0,0,55940,0,41676,0,0,497
208,90,109,90487,14373,14373,0,0,76114,0,76114,0,0,0,55940,0,41567,0,0,497
209,76,128,90397,14501,14501,0,0,75896,0,75896,0,0,0,55940,0,41439,0,0,497
210,84,118,90321,14619,14619,0,0,75702,0,75702,0,0,0,55940,0,41321,0,0,497
211,85,131,90237,14750,14750,0,0,75487,0,75487,0,0,0,55940,0,41190,0,0,497
212,94,133,90152,14883,14883,0,0,75269,0,75269,0,0,0,55940,0,41057,0,0,497
213,87,133,90058,15016,15016,0,0,75042,0,75042,0,0,0,55940,0,40924,0,0,497
214,85,121,89971,15137,15137,0,0,74834,0,74834,0,0,0,55940,0,40803,0,0,497
215,81,119,89886,15256,15256,0,0,74630,0,74630,0,0,0,55940,0,40684,0,0,497
216,83,132,89805,15388,15388,0,0,74417,0,74417,0,0,0,55940,0,40552,0,0,497
217,87,134,89722,15522,15522,0,0,74200,0,74200,0,0,0,55940,0,40418,0,0,497
218,85,125,89635,15647,15647,0,0,73988,0,73988,0,0,0,55940,0,40293,0,0,497
219,77,137,89550,15784,15784,0,0,73766,0,73766,0,0,0,55940,0,40156,0,0,497
220,94,115,89473,15899,15899,0,0,73574,0,73574,0,0,0,55940,0,40041,0,0,497
221,96,137,89379,16036,16036,0,0,73343,0,73343,0,0,0,55940,0,39904,0,0,497
222,80,114,89283,16150,16150,0,0,73133,0,73133,0,0,0,55940,0,39790,0,0,497
223,89,116,89203,16266,16266,0,0,72937,0,72937,0,0,0,55940,0,39674,0,0,497
224,80,127,89114,16393,16393,0,0,72721,0,72721,0,0,0,55940,0,39547,0,0,497
225,92,113,89034,16506,16506,0,0,72528,0,72528,0,0,0,55940,0,39434,0,0,497
226,84,113,88942,16619,16619,0,0,72323,0,72323,0,0,0,55940,0,39321,0,0,497
227,93,112,88858,16731,16731,0,0,72127,0,72127,0,0,0,55940,0,39209,0,0,497
228,94,125,88765,16856,16856,0,0,71909,0,71909,0,0,0,55940,0,39084,0,0,497
229,96,136,88671,16992,16992,0,0,71679,0,71679,0,0,0,55940,0,38948,0,0,497
230,82,113,88575,17105,17105,0,0,71470,0,71470,0,0,0,55940,0,38835,0,0,497
231,99,133,88493,17238,17238,0,0,71255,0,71255,0,0,0,55940,0,38702,0,0,497
232,85,138,88394,17376,17376,0,0,71018,0,71018,0,0,0,55940,0,38564,0,0,497
233,81,118,88309,17494,17494,0,0,70815,0,70815,0,0,0,55940,0,38446,0,0,497
234,92,118,88228,17612,17612,0,0,70616,0,70616,0,0,0,55940,0,38328,0,0,497
235,89,140,88136,17752,17752,0,0,70384,0,70384,0,0,0,55940,0,38188,0,0,497
236,99,139,88047,17891,17891,0,0,70156,0,70156,0,0,0,55940,0,38049,0,0,497
237,99,131,87948,18022,18022,0,0,69926,0,69926,0,0,0,55940,0,37918,0,0,497
238,88,140,87849,18162,18162,0,0,69687,0,69687,0,0,0,55940,0,37778,0,0,497
239,103,117,87761,18279,18279,0,0,69482,0,69482,0,0,0,55940,0,37661,0,0,497
240,88,127,87658,18406,18406,0,0,69252,0,69252,0,0,0,55940,0,37534,0,0,497
241,93,138,87570,18544,18544,0,0,69026,0,69026,0,0,0,55940,0,37396,0,0,497
242,88,123,87477,18667,18667,0,0,68810,0,68810,0,0,0,55940,0,37273,0,0,497
243,104,139,87389,18806,18806,0,0,68583,0,68583,0,0,0,55940,0,37134,0,0,497
244,86,131,87285,18937,18937,0,0,68348,0,68348,0,0,0,55940,0,37003,0,0,497
245,84,139,87199,19076,19076,0,0,68123,0,68123,0,0,0,55940,0,36864,0,0,497
246,93,130,87115,19206,19206,0,0,67909,0,67909,0,0,0,55940,0,36734,0,0,497
247,106,128,87022,19334,19334,0,0,67688,0,67688,0,0,0,55940,0,36606,0,0,497
248,104,123,86916,19457,19457,0,0,67459,0,67459,0,0,0,55940,0,36483,0,0,497
249,101,123,86812,19580,19580,0,0,67232,0,67232,0,0,0,55940,0,36360,0,0,497
250,105,140,86711,19720,19720,0,0,66991,0,66991,0,0,0,55940,0,36220,0,0,497
251,105,121,86606,19841,19841,0,0,66765,0,66765,0,0,0,55940,0,36099,0,0,497
252,97,120,86501,19961,19961,0,0,66540,0,66540,0,0,0,55940,0,35979,0,0,497
253,92,123,86404,20084,20084,0,0,66320,0,66320,0,0,0,55940,0,35856,0,0,497
254,103,123,86312,20207,20207,0,0,66105,0,66105,0,0,0,55940,0,35733,0,0,497
255,101,144,86209,20351,20351,0,0,65858,0,65858,0,0,0,55940,0,35589,0,0,497
256,94,131,86108,20482,20482,0,0,65626,0,65626,0,0,0,55940,0,35458,0,0,497
257,88,150,86014,20632,20632,0,0,65382,0,65382,0,0,0,55940,0,35308,0,0,497
258,104,123,85926,20755,20755,0,0,65171,0,65171,0,0,0,55940,0,35185,0,0,497
259,93,139,85822,20894,20894,0,0,64928,0,64928,0,0,0,55940,0,35046,0,0,497
260,109,133,85729,21027,21027,0,0,64702,0,64702,0,0,0,55940,0,34913,0,0,497
261,93,131,85620,21158,21158,0,0,64462,0,64462,0,0,0,55940,0,34782,0,0,497
262,90,147,85527,21305,21305,0,0,64222,0,64222,0,0,0,55940,0,34635,0,0,497
263,107,151,85437,21456,21456,0,0,63981,0,63981,0,0,0,55940,0,34484,0,0,497
264,91,148,85330,21604,21604,0,0,63726,0,63726,0,0,0,55940,0,34336,0,0,497
265,92,126,85239,21730,21730,0,0,63509,0,63509,0,0,0,55940,0,34210,0,0,497
266,103,127,85147,21857,21857,0,0,63290,0,63290,0,0,0,55940,0,34083,0,0,497
267,109,141,85044,21998,21998,0,0,63046,0,63046,0,0,0,55940,0,33942,0,0,497
268,93,129,84935,22127,22127,0,0,62808,0,62808,0,0,0,55940,0,33813,0,0,497
269,96,144,84842,22271,22271,0,0,62571,0,62571,0,0,0,55940,0,33669,0,0,497
270,108,139,84746,22410,22410,0,0,62336,0,62336,0,0,0,55940,0,33530,0,0,497
271,113,139,84638,22549,22549,0,0,62089,0,62089,0,0,0,55940,0,33391,0,0,497
272,102,148,84525,22697,22697,0,0,61828,0,61828,0,0,0,55940,0,33243,0,0,497
273,93,144,84423,22841,22841,0,0,61582,0,61582,0,0,0,55940,0,33099,0,0,497
274,90,122,84330,22963,22963,0,0,61367,0,61367,0,0,0,55940,0,32977,0,0,497
275,96,123,84240,23086,23086,0,0,61154,0,61154,0,0,0,55940,0,32854,0,0,497
276,94,141,84144,23227,23227,0,0,60917,0,60917,0,0,0,55940,0,32713,0,0,497
277,108,138,84050,23365,23365,0,0,60685,0,60685,0,0,0,55940,0,32575,0,0,497
278,94,130,83942,23495,23495,0,0,60447,0,60447,0,0,0,55940,0,32445,0,0,497
279,104,136,83848,23631,23631,0,0,60217,0,60217,0,0,0,55940,0,32309,0,0,497
280,109,147,83744,23778,23778,0,0,59966,0,59966,0,0,0,55940,0,32162,0,0,497
281,106,150,83635,23928,23928,0,0,59707,0,59707,0,0,0,55940,0,32012,0,0,497
282,97,141,83529,24069,24069,0,0,59460,0,59460,0,0,0,55940,0,31871,0,0,497
283,112,135,83432,24204,24204,0,0,59228,0,59228,0,0,0,55940,0,31736,0,0,497
284,111,132,83320,24336,24336,0,0,58984,0,58984,0,0,0,55940,0,31604,0,0,497
285,111,140,83209,24476,24476,0,0,58733,0,58733,0,0,0,55940,0,31464,0,0,497
286,96,134,83098,24610,24610,0,0,58488,0,58488,0,0,0,55940,0,31330,0,0,497
287,96,142,83002,24752,24752,0,0,58250,0,58250,0,0,0,55940,0,31188,0,0,497
288,117,146,82906,24898,24898,0,0,58008,0,58008,0,0,0,55940,0,31042,0,0,497
289,104,126,82789,25024,25024,0,0,57765,0,57765,0,0,0,55940,0,30916,0,0,497
290,102,124,82685,25148,25148,0,0,57537,0,57537,0,0,0,55940,0,30792,0,0,497
291,107,131,82583,25279,25279,0,0,57304,0,57304,0,0,0,55940,0,30661,0,0,497
292,111,154,82476,25433,25433,0,0,57043,0,57043,0,0,0,55940,0,30507,0,0,497
293,119,146,82365,25579,25579,0,0,56786,0,56786,0,0,0,55940,0,30361,0,0,497
294,102,130,82246,25709,25709,0,0,56537,0,56537,0,0,0,55940,0,30231,0,0,497
295,119,155,82144,25864,25864,0,0,56280,0,56280,0,0,0,55940,0,30076,0,0,497
296,96,141,82025,26005,26005,0,0,56020,0,56020,0,0,0,55940,0,29935,0,0,497
297,110,141,81929,26146,26146,0,0,55783,0,55783,0,0,0,55940,0,29794,0,0,497
298,112,157,81819,26303,26303,0,0,55516,0,55516,0,0,0,55940,0,29637,0,0,497
299,99,127,81707,26430,26430,0,0,55277,0,55277,0,0,0,55940,0,29510,0,0,497
300,100,133,81608,26563,26563,0,0,55045,0,55045,0,0,0,55940,0,29377,0,0,497
301,108,145,81508,26708,26708,0,0,54800,0,54800,0,0,0,55940,0,29232,0,0,497
302,122,132,81400,26840,26840,0,0,54560,0,54560,0,0,0,55940,0,29100,0,0,497
303,113,149,81278,26989,26989,0,0,54289,0,54289,0,0,0,55940,0,28951,0,0,497
304,122,133,81165,27122,27122,0,0,54043,0,54043,0,0,0,55940,0,28818,0,0,497
305,119,129,81043,27251,27251,0,0,53792,0,53792,0,0,0,55940,0,28689,0,0,497
306,110,133,80924,27384,27384,0,0,53540,0,53540,0,0,0,55940,0,28556,0,0,497
307,119,141,80814,27525,27525,0,0,53289,0,53289,0,0,0,55940,0,28415,0,0,497
308,99,132,80695,27657,27657,0,0,53038,0,53038,0,0,0,55940,0,28283,0,0,497
309,101,131,80596,27788,27788,0,0,52808,0,52808,0,0,0,55940,0,28152,0,0,497
310,121,156,80495,27944,27944,0,0,52551,0,52551,0,0,0,55940,0,27996,0,0,497
311,120,138,80374,28082,28082,0,0,52292,0,52292,0,0,0,55940,0,27858,0,0,497
312,105,139,80254,28221,28221,0,0,52033,0,52033,0,0,0,55940,0,27719,0,0,497
313,114,129,80149,28350,28350,0,0,51799,0,51799,0,0,0,55940,0,27590,0,0,497
314,116,140,80035,28490,28490,0,0,51545,0,51545,0,0,0,55940,0,27450,0,0,497
315,123,137,79919,28627,28627,0,0,51292,0,51292,0,0,0,55940,0,27313,0,0,497
316,116,149,79796,28776,28776,0,0,51020,0,51020,0,0,0,55940,0,27164,0,0,497
317,111,135,79680,28911,28911,0,0,50769,0,50769,0,0,0,55940,0,27029,0,0,497
318,111,159,79569,29070,29070,0,0,50499,0,50499,0,0,0,55940,0,26870,0,0,497
319,112,160,79458,29230,29230,0,0,50228,0,50228,0,0,0,55940,0,26710,0,0,497
320,119,131,79346,29361,29361,0,0,49985,0,49985,0,0,0,55940,0,26579,0,0,497
321,125,132,79227,29493,29493,0,0,49734,0,49734,0,0,0,55940,0,26447,0,0,497
322,114,132,79102,29625,29625,0,0,49477,0,49477,0,0,0,55940,0,26315,0,0,497
323,108,150,78988,29775,29775,0,0,49213,0,49213,0,0,0,55940,0,26165,0,0,497
324,108,133,78880,29908,29908,0,0,48972,0,48972,0,0,0,55940,0,26032,0,0,497
325,123,158,78772,30066,30066,0,0,48706,0,48706,0,0,0,55940,0,25874,0,0,497
326,125,155,78649,30221,30221,0,0,48428,0,48428,0,0,0,55940,0,25719,0,0,497
327,105,158,78524,30379,30379,0,0,48145,0,48145,0,0,0,55940,0,25561,0,0,497
328,104,147,78419,30526,30526,0,0,47893,0,47893,0,0,0,55940,0,25414,0,0,497
329,120,164,78315,30690,30690,0,0,47625,0,47625,0,0,0,55940,0,25250,0,0,497
330,107,131,78195,30821,30821,0,0,47374,0,47374,0,0,0,55940,0,25119,0,0,497
331,126,143,78088,30964,30964,0,0,47124,0,47124,0,0,0,55940,0,24976,0,0,497
332,112,141,77962,31105,31105,0,0,46857,0,46857,0,0,0,55940,0,24835,0,0,497
333,108,163,77850,31268,31268,0,0,46582,0,46582,0,0,0,55940,0,24672,0,0,497
334,130,150,77742,31418,31418,0,0,46324,0,46324,0,0,0,55940,0,24522,0,0,497
335,109,158,77612,31576,31576,0,0,46036,0,46036,0,0,0,55940,0,24364,0,0,497
336,112,136,77503,31712,31712,0,0,45791,0,45791,0,0,0,55940,0,24228,0,0,497
337,109,164,77391,31876,31876,0,0,45515,0,45515,0,0,0,55940,0,24064,0,0,497
338,108,148,77282,32024,32024,0,0,45258,0,45258,0,0,0,55940,0,23916,0,0,497
339,106,148,77174,32172,32172,0,0,45002,0,45002,0,0,0,55940,0,23768,0,0,497
340,107,165,77068,32337,32337,0,0,44731,0,44731,0,0,0,55940,0,23603,0,0,497
341,110,144,76961,32481,32481,0,0,44480,0,44480,0,0,0,55940,0,23459,0,0,497
342,107,144,76851,32625,32625,0,0,44226,0,44226,0,0,0,55940,0,23315,0,0,497
343,123,151,76744,32776,32776,0,0,43968,0,43968,0,0,0,55940,0,23164,0,0,497
344,126,135,76621,32911,32911,0,0,43710,0,43710,0,0,0,55940,0,23029,0,0,497
345,118,142,76495,33053,33053,0,0,43442,0,43442,0,0,0,55940,0,22887,0,0,497
346,116,138,76377,33191,33191,0,0,43186,0,43186,0,0,0,55940,0,22749,0,0,497
347,121,134,76261,33325,33325,0,0,42936,0,42936,0,0,0,55940,0,22615,0,0,497
348,132,162,76140,33487,33487,0,0,42653,0,42653,0,0,0,55940,0,22453,0,0,497
349,132,152,76008,33639,33639,0,0,42369,0,42369,0,0,0,55940,0,22301,0,0,497
350,109,144,75876,33783,33783,0,0,42093,0,42093,0,0,0,55940,0,22157,0,0,497
351,113,146,75767,33929,33929,0,0,41838,0,41838,0,0,0,55940,0,22011,0,0,497
352,115,147,75654,34076,34076,0,0,41578,0,41578,0,0,0,55940,0,21864,0,0,497
353,115,154,75539,34230,34230,0,0,41309,0,41309,0,0,0,55940,0,21710,0,0,497
354,125,165,75424,34395,34395,0,0,41029,0,41029,0,0,0,55940,0,21545,0,0,497
355,121,165,75299,34560,34560,0,0,40739,0,40739,0,0,0,55940,0,21380,0,0,497
356,110,146,75178,34706,34706,0,0,40472,0,40472,0,0,0,55940,0,21234,0,0,497
357,120,143,75068,34849,34849,0,0,40219,0,40219,0,0,0,55940,0,21091,0,0,497
358,124,148,74948,34997,34997,0,0,39951,0,39951,0,0,0,55940,0,20943,0,0,497
359,112,152,74824,35149,35149,0,0,39675,0,39675,0,0,0,55940,0,20791,0,0,497
360,134,148,74712,35297,35297,0,0,39415,0,39415,0,0,0,55940,0,20643,0,0,497
